	Row.names	taxon	confidence	14LRNDecember2016ITS	14LRNDecember2017ITS	14LRNJune2017ITS	14LRNMarch2017ITS	14LRNMarch2018ITS	14LRNSeptember2017ITS	14RRXAugust2016ITS	14RRXDecember2016ITS	14RRXDecember2017ITS	14RRXJune2017ITS	14RRXMarch2017ITS	14RRXMarch2018ITS	14RRXSeptember2017ITS	18LXNAugust2016ITS	18LXNDecember2016ITS	18LXNDecember2017ITS	18LXNJune2017ITS	18LXNMarch2017ITS	18LXNMarch2018ITS	18LXNSeptember2017ITS	18RXXAugust2016ITS	18RXXDecember2016ITS	18RXXDecember2017ITS	18RXXJune2017ITS	18RXXMarch2017ITS	18RXXMarch2018ITS	18RXXSeptember2017ITS	20LRXAugust2016ITS	20LRXDecember2016ITS	20LRXDecember2017ITS	20LRXJune2017ITS	20LRXMarch2017ITS	20LRXMarch2018ITS	20LRXSeptember2017ITS	20RRNDecember2016ITS	20RRNDecember2017ITS	20RRNJune2017ITS	20RRNMarch2017ITS	20RRNMarch2018ITS	20RRNSeptember2017ITS	22LXXAugust2016ITS	22LXXDecember2016ITS	22LXXDecember2017ITS	22LXXJune2017ITS	22LXXMarch2017ITS	22LXXMarch2018ITS	22LXXSeptember2017ITS	22RXNAugust2016ITS	22RXNDecember2016ITS	22RXNDecember2017ITS	22RXNJune2017ITS	22RXNMarch2017ITS	22RXNMarch2018ITS	22RXNSeptember2017ITS	25LRXAugust2016ITS	25LRXDecember2016ITS	25LRXDecember2017ITS	25LRXJune2017ITS	25LRXMarch2017ITS	25LRXMarch2018ITS	25LRXSeptember2017ITS	25RRNAugust2016ITS	25RRNDecember2016ITS	25RRNDecember2017ITS	25RRNJune2017ITS	25RRNMarch2017ITS	25RRNMarch2018ITS	25RRNSeptember2017ITS	27LXNAugust2016ITS	27LXNDecember2016ITS	27LXNDecember2017ITS	27LXNMarch2017ITS	27LXNMarch2018ITS	27LXNSeptember2017ITS	27RXXAugust2016ITS	27RXXDecember2016ITS	27RXXJune2017ITS	27RXXMarch2017ITS	27RXXMarch2018ITS	27RXXSeptember2017ITS	32LXNAugust2016ITS	32LXNDecember2016ITS	32LXNDecember2017ITS	32LXNMarch2017ITS	32LXNMarch2018ITS	32LXNSeptember2017ITS	32RXXAugust2016ITS	32RXXDecember2016ITS	32RXXDecember2017ITS	32RXXJune2017ITS	32RXXMarch2017ITS	32RXXMarch2018ITS	32RXXSeptember2017ITS	35LRXAugust2016ITS	35LRXDecember2016ITS	35LRXDecember2017ITS	35LRXJune2017ITS	35LRXMarch2017ITS	35LRXMarch2018ITS	35LRXSeptember2017ITS	35RRNAugust2016ITS	35RRNDecember2016ITS	35RRNDecember2017ITS	35RRNJune2017ITS	35RRNMarch2017ITS	35RRNMarch2018ITS	35RRNSeptember2017ITS	45LRXDecember2016ITS	45LRXDecember2017ITS	45LRXJune2017ITS	45LRXMarch2017ITS	45LRXMarch2018ITS	45LRXSeptember2017ITS	45RRNAugust2016ITS	45RRNDecember2016ITS	45RRNDecember2017ITS	45RRNJune2017ITS	45RRNMarch2017ITS	45RRNMarch2018ITS	45RRNSeptember2017ITS	46LXNAugust2016ITS	46LXNDecember2016ITS	46LXNDecember2017ITS	46LXNJune2017ITS	46LXNMarch2017ITS	46LXNMarch2018ITS	46LXNSeptember2017ITS	46RXXAugust2016ITS	46RXXDecember2016ITS	46RXXDecember2017ITS	46RXXJune2017ITS	46RXXMarch2017ITS	46RXXMarch2018ITS	46RXXSeptember2017ITS	47LRNAugust2016ITS	47LRNDecember2016ITS	47LRNDecember2017ITS	47LRNJune2017ITS	47LRNMarch2017ITS	47LRNMarch2018ITS	47LRNSeptember2017ITS	47RRXAugust2016ITS	47RRXDecember2016ITS	47RRXDecember2017ITS	47RRXJune2017ITS	47RRXMarch2017ITS	47RRXMarch2018ITS	47RRXSeptember2017ITS	48LXXAugust2016ITS	48LXXDecember2016ITS	48LXXDecember2017ITS	48LXXJune2017ITS	48LXXMarch2017ITS	48LXXMarch2018ITS	48LXXSeptember2017ITS	48RXNAugust2016ITS	48RXNDecember2016ITS	48RXNDecember2017ITS	48RXNJune2017ITS	48RXNMarch2017ITS	48RXNMarch2018ITS	48RXNSeptember2017ITS	4LXXAugust2016ITS	4LXXDecember2016ITS	4LXXDecember2017ITS	4LXXJune2017ITS	4LXXMarch2017ITS	4LXXSeptember2017ITS	4RXNAugust2016ITS	4RXNDecember2017ITS	4RXNJune2017ITS	4RXNMarch2017ITS	4RXNMarch2018ITS	4RXNSeptember2017ITS	5LRNDecember2016ITS	5LRNDecember2017ITS	5LRNJune2017ITS	5LRNMarch2017ITS	5LRNMarch2018ITS	5LRNSeptember2017ITS	5RRXAugust2016ITS	5RRXDecember2016ITS	5RRXDecember2017ITS	5RRXJune2017ITS	5RRXMarch2017ITS	5RRXMarch2018ITS	5RRXSeptember2017ITS	7LRXAugust2016ITS	7LRXDecember2016ITS	7LRXDecember2017ITS	7LRXJune2017ITS	7LRXMarch2017ITS	7LRXMarch2018ITS	7LRXSeptember2017ITS	7RRNDecember2016ITS	7RRNDecember2017ITS	7RRNJune2017ITS	7RRNMarch2017ITS	7RRNSeptember2017ITS	8LXXAugust2016ITS	8LXXDecember2016ITS	8LXXDecember2017ITS	8LXXJune2017ITS	8LXXMarch2017ITS	8LXXMarch2018ITS	8LXXSeptember2017ITS	8RXNAugust2016ITS	8RXNDecember2016ITS	8RXNDecember2017ITS	8RXNJune2017ITS	8RXNMarch2017ITS	8RXNMarch2018ITS	8RXNSeptember2017ITS
1	001ec1cc1860bfb2c611c4b2214df5f5	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	0.996753372	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	491	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	313	0	58	0	0	0	0	457	191	0	0	0	0	0	0	0	0	0	189	112	0	0	0	0	0	0	258	0	87	0	181	0	0	0	0	104	0	0	0	0	222	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	511	98	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	341	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0
2	0026768583f789bcd57e02a2596b7e9f	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia	0.99187798	0	0	0	0	0	0	37	0	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	114	87	74	0	0	0	0	0	0	0	78	0	10	0	0	86	0	0	0	51	224	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	92	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	94	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0
3	002f3ffcaf19bc374834a87d832958dc	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Hyphodontia;s__Hyphodontia_apacheriensis	0.999986394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	00321a6b3b2019a0d991cf189c61884f	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;g__unidentified;s__unidentified	0.935357889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	004562f066cd844297f0d7e0c760a27c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.938643308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	004e1d2dcb7c825bc8c2d8dfc0e1bce1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales	0.994338213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0079816f3d1da8a6a516527f77380b29	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__unidentified	0.729688759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	009335bf628d1dd540bb1a0a73bbe663	k__Fungi;p__Ascomycota	0.786938082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	00933a92c8d63fe2240c7d3138d1a10b	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales	0.705673748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	009f70b2c4530c2468a0c0833e276512	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.7667662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
